,kor,no,url,part,video_sec
24095,파산자,8538,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733396/MOV000247156_700X466.mp4,,3.32
24096,파산채무자,8538,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733396/MOV000247156_700X466.mp4,,3.32
24097,파생법,20741,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286615/MOV000288594_700X466.mp4,명사,5
24098,파생어,20742,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286616/MOV000288598_700X466.mp4,명사,5.01
24099,파생적사동문,20743,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286617/MOV000288602_700X466.mp4,,9.01
24100,파생적사동법,20744,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286618/MOV000288609_700X466.mp4,,9.01
24101,파생적피동문,20745,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286619/MOV000288616_700X466.mp4,,9.01
24102,파생적피동법,20746,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286620/MOV000288623_700X466.mp4,,8
24103,파생접사,20747,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286621/MOV000288630_700X466.mp4,,6.01
24104,파손,6369,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728864/MOV000250303_700X466.mp4,,3.27
24105,파수,9380,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630124/MOV000249800_700X466.mp4,,3.6
24106,파수,9501,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630128/MOV000258407_700X466.mp4,,3.6
24107,파수,10627,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630125/MOV000253897_700X466.mp4,,3.6
24108,파수,10752,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630126/MOV000253428_700X466.mp4,,3.6
24109,파수,12123,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630127/MOV000246860_700X466.mp4,,3.6
24110,파수꾼,2334,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784506/MOV000356930_700X466.mp4,,5.14
24111,파수꾼,5788,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237414/MOV000246862_700X466.mp4,,11.48
24112,파스칼,15808,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272019/MOV000273397_700X466.mp4,,3.58
24113,파악,107,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221017/1041542/MOV000360809_700X466.mp4,,3.97
24114,파업,108,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210923/MOV000234858_700X466.mp4,,16.15
24115,파열음,20748,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286622/MOV000288635_700X466.mp4,명사,4.02
24116,파워포인트,15809,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272020/MOV000273400_700X466.mp4,,4.22
24117,파워포인트,15810,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272021/MOV000273404_700X466.mp4,,3.75
24118,파이프,2306,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151208/223841/MOV000240707_700X466.mp4,,7.21
24119,파이프,5789,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/344734/MOV000246864_700X466.mp4,,5.79
24120,파일,15811,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272022/MOV000273408_700X466.mp4,,3.98
24121,파일공유,15812,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272023/MOV000273410_700X466.mp4,,5.42
24122,파일관리자,15813,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272024/MOV000273414_700X466.mp4,,5.82
24123,파일서버,15814,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272025/MOV000273419_700X466.mp4,,5.5
24124,파일이름,15815,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272026/MOV000273422_700X466.mp4,,4.38
24125,파일이름확장자,15816,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272027/MOV000273425_700X466.mp4,,5.05
24126,파일폴더,15817,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272127/MOV000273429_700X466.mp4,,4.68
24127,파찰음,20749,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286623/MOV000288638_700X466.mp4,명사,5.01
24128,파출부,5790,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237416/MOV000246866_700X466.mp4,,12.91
24129,파출소,10054,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345379/MOV000234860_700X466.mp4,,6.88
24130,파키스탄,534,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047252/MOV000361194_700X466.mp4,,2.6
24131,파티,535,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210897/MOV000234864_700X466.mp4,,16.95
24132,파티,9038,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629983/MOV000259307_700X466.mp4,,3.67
24133,파티션,15818,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272128/MOV000273432_700X466.mp4,,3.32
24134,파편,5791,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237417/MOV000246868_700X466.mp4,,9.08
24135,파하다,536,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210898/MOV000234866_700X466.mp4,,17.25
24136,파하다,10037,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625131/MOV000235815_700X466.mp4,,4.11
24137,파헤치다,4298,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237652/MOV000246942_700X466.mp4,,8.54
24138,파헤치다,7396,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733628/MOV000250192_700X466.mp4,,3.05
24139,파헤치다,12503,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151126/216916/MOV000237552_700X466.mp4,,13.05
24140,파혼,4299,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237653/MOV000246944_700X466.mp4,,12.55
24141,판결,4234,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001941/MOV000359518_700X466.mp4,,3.22
24142,판결,5117,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/238049/MOV000247160_700X466.mp4,,9.58
24143,판결문,780,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151123/215392/MOV000236882_700X466.mp4,,14.48
24144,판결의경정,755,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/255410/MOV000266595_700X466.mp4,,4.74
24145,판결의공시,779,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/255411/MOV000266599_700X466.mp4,,5.21
24146,판결절차,781,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151123/215393/MOV000236884_700X466.mp4,,13.58
24147,판단,150,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/211031/MOV000234905_700X466.mp4,,15.82
24148,판단,3995,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009625/MOV000359956_700X466.mp4,,3.52
24149,판단력,4159,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229595/MOV000243302_700X466.mp4,,10.51
24150,판례,782,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151123/215394/MOV000236886_700X466.mp4,,9.68
24151,판매,538,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615440/MOV000234876_700X466.mp4,,4
24152,판매량,2455,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227424/MOV000242326_700X466.mp4,,11.21
24153,판매원,1124,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732977/MOV000237935_700X466.mp4,,3.34
24154,판매원,3955,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229740/MOV000243394_700X466.mp4,,8.28
24155,판매원,4192,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237157/MOV000246744_700X466.mp4,,10.14
24156,판매원,4300,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237654/MOV000246946_700X466.mp4,,8.01
24157,판매인,1124,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732977/MOV000237935_700X466.mp4,,3.34
24158,판매인,3955,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229740/MOV000243394_700X466.mp4,,8.28
24159,판매인,4192,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237157/MOV000246744_700X466.mp4,,10.14
24160,판매인,4300,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237654/MOV000246946_700X466.mp4,,8.01
24161,판매자,1124,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732977/MOV000237935_700X466.mp4,,3.34
24162,판명,4301,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237655/MOV000246948_700X466.mp4,,13.35
24163,판사,783,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160927/347216/MOV000266612_700X466.mp4,,2.84
24164,판이하다,10055,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764405/MOV000234870_700X466.mp4,,3.22
24165,판정,4234,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001941/MOV000359518_700X466.mp4,,3.22
24166,판정,5117,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/238049/MOV000247160_700X466.mp4,,9.58
24167,판정의문문,20750,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286624/MOV000288642_700X466.mp4,,6.01
24168,팔,537,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615438/MOV000234874_700X466.mp4,,3.74
24169,팔,11419,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009769/MOV000360066_700X466.mp4,,3.02
24170,팔꿈치,4302,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042804/MOV000361047_700X466.mp4,,3.52
24171,팔다,538,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615440/MOV000234876_700X466.mp4,,4
24172,팔도,4303,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735586/MOV000246952_700X466.mp4,,2.95
24173,팔뚝,537,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615438/MOV000234874_700X466.mp4,,3.74
24174,팔띠,7209,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735637/MOV000256787_700X466.mp4,,2.7
24175,팔레스타인,11674,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040169/MOV000360646_700X466.mp4,,2.69
24176,팔레트,4160,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229596/MOV000243304_700X466.mp4,,12.68
24177,팔레트,15819,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272129/MOV000273434_700X466.mp4,,3.68
24178,팔리다,4161,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229597/MOV000243306_700X466.mp4,,8.91
24179,팔십,2894,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233576/MOV000245126_700X466.mp4,,7.64
24180,팔십,10056,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009703/MOV000360013_700X466.mp4,,3.35
24181,팔월,10555,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630826/MOV000234882_700X466.mp4,,4
24182,팔월대보름,9666,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630157/MOV000259157_700X466.mp4,,4.31
24183,팔자,539,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210907/MOV000234884_700X466.mp4,,15.65
24184,팔종성,20751,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286625/MOV000288647_700X466.mp4,명사,4.01
24185,팔종성가족용법,20752,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286626/MOV000288651_700X466.mp4,명사,9.02
24186,팔종성체계,20753,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286627/MOV000288658_700X466.mp4,,6.02
24187,팔진수,15820,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272130/MOV000273436_700X466.mp4,,4.15
24188,팔짱,11675,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210908/MOV000234886_700X466.mp4,,16.05
24189,팔찌,540,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210909/MOV000234888_700X466.mp4,,15.85
24190,팝업,15821,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272131/MOV000273438_700X466.mp4,,3.35
24191,팝콘,8781,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/344597/MOV000242328_700X466.mp4,,13.33
24192,팝콘,8782,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346933/MOV000260273_700X466.mp4,,12.75
24193,팥,10057,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735030/MOV000234890_700X466.mp4,,3.12
24194,패다,541,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039316/MOV000360336_700X466.mp4,,2.85
24195,패다,1809,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225510/MOV000241470_700X466.mp4,,13.78
24196,패다,4260,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/235101/MOV000245800_700X466.mp4,,6.67
24197,패다,5615,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237659/MOV000246956_700X466.mp4,,8.18
24198,패다,8714,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739538/MOV000240351_700X466.mp4,,3.42
24199,패물,542,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/211025/MOV000234894_700X466.mp4,,16.05
24200,패배,10514,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633280/MOV000246962_700X466.mp4,,3.34
24201,패배,10556,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633298/MOV000234896_700X466.mp4,,3.34
24202,패배,24040,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633279/MOV000260444_700X466.mp4,,3.34
24203,패배자,4162,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009630/MOV000359961_700X466.mp4,,3.85
24204,패배하다,10795,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633279/MOV000260444_700X466.mp4,,3.34
24205,패션,147,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/211027/MOV000234898_700X466.mp4,,15.65
24206,패스워드,15822,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272132/MOV000273440_700X466.mp4,,4.55
24207,패스포트,5616,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237660/MOV000246958_700X466.mp4,,11.65
24208,패스포트,8471,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242559/MOV000255558_700X466.mp4,,13.01
24209,패자,4162,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009630/MOV000359961_700X466.mp4,,3.85
24210,패자,4163,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229599/MOV000243310_700X466.mp4,,11.21
24211,패전,5617,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237661/MOV000246960_700X466.mp4,,9.51
24212,패키지,15823,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272133/MOV000273443_700X466.mp4,,3.98
24213,패킷,15824,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272134/MOV000273446_700X466.mp4,,5.62
24214,패하다,10514,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633280/MOV000246962_700X466.mp4,,3.34
24215,패하다,10556,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633298/MOV000234896_700X466.mp4,,3.34
24216,패하다,10795,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633279/MOV000260444_700X466.mp4,,3.34
24217,팩스,148,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733683/MOV000234900_700X466.mp4,,3.1
24218,팩시밀리,148,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733683/MOV000234900_700X466.mp4,,3.1
24219,팬티,149,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733685/MOV000234902_700X466.mp4,,3.35
24220,팻말,60,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213472/MOV000236024_700X466.mp4,,16.62
24221,팻말,3834,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227426/MOV000242330_700X466.mp4,,9.98
24222,팽이,457,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210001/MOV000200000_700X466.mp4,,16.95
24223,팽이,3835,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227427/MOV000242332_700X466.mp4,,11.38
24224,팽이치기,457,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210001/MOV000200000_700X466.mp4,,16.95
24225,팽이치기,3835,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227427/MOV000242332_700X466.mp4,,11.38
24226,팽창,458,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210003/MOV000234438_700X466.mp4,,15.85
24227,팽팽하다,370,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151119/212433/MOV000235531_700X466.mp4,,6.51
24228,팽팽하다,459,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210004/MOV000234440_700X466.mp4,,16.28
24229,팽팽하다,10509,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237159/MOV000246748_700X466.mp4,,8.28
24230,퍼뜨리다,460,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210005/MOV000234442_700X466.mp4,,14.82
24231,퍼먹다,5618,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237663/MOV000246964_700X466.mp4,,6.94
24232,퍼붓다,8875,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/344738/MOV000246966_700X466.mp4,,7.63
24233,퍼붓다,8876,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346891/MOV000260169_700X466.mp4,,8.13
24234,퍼센트,461,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728718/MOV000234444_700X466.mp4,,3.49
24235,퍼즐,8783,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/344598/MOV000242334_700X466.mp4,,13.21
24236,퍼즐,8784,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346934/MOV000260274_700X466.mp4,,12.33
24237,퍼지다,694,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727740/MOV000234446_700X466.mp4,,2.72
24238,퍽,617,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632472/MOV000240979_700X466.mp4,,3.57
24239,퍽,2469,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632475/MOV000243162_700X466.mp4,,3.57
24240,퍽,10255,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632473/MOV000238083_700X466.mp4,,3.57
24241,퍽,10557,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632464/MOV000234448_700X466.mp4,,3.57
24242,퍽,10945,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632465/MOV000256124_700X466.mp4,,3.57
24243,퍽,11530,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632471/MOV000248374_700X466.mp4,,3.57
24244,퍽,11621,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632467/MOV000252094_700X466.mp4,,3.57
24245,퍽,11631,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632466/MOV000252685_700X466.mp4,,3.57
24246,퍽,12734,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632470/MOV000252002_700X466.mp4,,3.57
24247,퍽,12877,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632474/MOV000251455_700X466.mp4,,3.57
24248,펌웨어,15825,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272135/MOV000273451_700X466.mp4,,5.38
24249,펌프,462,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210009/MOV000234450_700X466.mp4,,16.65
24250,펑크,5619,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237665/MOV000246968_700X466.mp4,,10.78
24251,펑크,7300,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239816/MOV000250124_700X466.mp4,,16.42
24252,페널티킥,10774,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732506/MOV000256259_700X466.mp4,,3.59
24253,페널티킥,11677,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210010/MOV000234452_700X466.mp4,,13.65
24254,페달,10558,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210011/MOV000234454_700X466.mp4,,15.82
24255,페루,10559,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047321/MOV000361224_700X466.mp4,,2.52
24256,페이지,9641,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244367/MOV000259125_700X466.mp4,,17.22
24257,페이지,11678,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210013/MOV000234458_700X466.mp4,,18.45
24258,페이지다운키,15826,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272136/MOV000273455_700X466.mp4,,4.85
24259,페이지업키,15827,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272137/MOV000273458_700X466.mp4,,4.72
24260,페인트,5620,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237666/MOV000246970_700X466.mp4,,8.18
24261,펜,463,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210014/MOV000234460_700X466.mp4,,18.65
24262,펜,7841,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191017/628448/MOV000254178_700X466.mp4,,3.67
24263,펜싱,464,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047198/MOV000361169_700X466.mp4,,3.78
24264,펜티엄,15828,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272138/MOV000273461_700X466.mp4,,5.22
24265,펭귄,465,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210016/MOV000234464_700X466.mp4,,14.28
24266,펴다,466,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210018/MOV000234468_700X466.mp4,,15.68
24267,펴다,467,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210019/MOV000234470_700X466.mp4,,16.08
24268,펴다,4999,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629482/MOV000243090_700X466.mp4,,3.57
24269,펴다,8165,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629479/MOV000257718_700X466.mp4,,3.57
24270,펴다,10510,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237160/MOV000246750_700X466.mp4,,10.04
24271,펴다,10560,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629483/MOV000234466_700X466.mp4,,3.57
24272,펴다,10712,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629481/MOV000253388_700X466.mp4,,3.57
24273,펴다,12164,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629480/MOV000252196_700X466.mp4,,3.57
24274,편도,4164,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229600/MOV000243312_700X466.mp4,,9.94
24275,편두통,15144,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/267495/MOV000271683_700X466.mp4,,5.08
24276,편리,3501,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628106/MOV000243888_700X466.mp4,,3.67
24277,편리,7392,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628104/MOV000250184_700X466.mp4,,3.67
24278,편리,11199,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628105/MOV000240037_700X466.mp4,,3.67
24279,편리,11679,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628109/MOV000234472_700X466.mp4,,3.67
24280,편리,11680,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628110/MOV000234478_700X466.mp4,,3.67
24281,편리,12750,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628108/MOV000251026_700X466.mp4,,3.67
24282,편물,468,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210021/MOV000234474_700X466.mp4,,16.38
24283,편성,3836,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227429/MOV000242336_700X466.mp4,,12.81
24284,편안,471,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210026/MOV000234484_700X466.mp4,,16.82
24285,편안,5247,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237905/MOV000247052_700X466.mp4,,8.01
24286,편안,5982,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242997/MOV000256419_700X466.mp4,,12.91
24287,편안,10561,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210022/MOV000234476_700X466.mp4,,14.85
24288,편안,12628,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731445/MOV000242420_700X466.mp4,,3.42
24289,편의,3501,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628106/MOV000243888_700X466.mp4,,3.67
24290,편의,7392,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628104/MOV000250184_700X466.mp4,,3.67
24291,편의,11199,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628105/MOV000240037_700X466.mp4,,3.67
24292,편의,11679,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628109/MOV000234472_700X466.mp4,,3.67
24293,편의,11680,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628110/MOV000234478_700X466.mp4,,3.67
24294,편의,12750,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628108/MOV000251026_700X466.mp4,,3.67
24295,편의시설,4235,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237161/MOV000246752_700X466.mp4,,9.34
24296,편지,469,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615425/MOV000234480_700X466.mp4,,3.97
24297,편지봉투,4236,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237162/MOV000246754_700X466.mp4,,9.88
24298,편집,470,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731456/MOV000234482_700X466.mp4,,3.49
24299,편집,15829,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272139/MOV000273464_700X466.mp4,,4.62
24300,편집부,3837,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227430/MOV000242338_700X466.mp4,,11.15
24301,편찮다,5621,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735172/MOV000246972_700X466.mp4,,2.95
24302,편찮다,7140,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628018/MOV000256144_700X466.mp4,,3.67
24303,편취죄,784,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221024/1044193/MOV000361157_700X466.mp4,,3.69
24304,편하다,471,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210026/MOV000234484_700X466.mp4,,16.82
24305,편하다,5247,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237905/MOV000247052_700X466.mp4,,8.01
