,kor,no,url,part,video_sec,video_link
22580,청각,12349,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627251/MOV000258303_700X466.mp4,,3.8,청각_(22580).mp4
22581,청각,15635,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270658/MOV000272884_700X466.mp4,,3.28,청각_(22581).mp4
22582,청각영상,20687,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286561/MOV000288420_700X466.mp4,,4.02,청각영상_(22582).mp4
22583,청각장애,8907,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732433/MOV000247446_700X466.mp4,,3.67,청각장애_(22583).mp4
22584,청각장애,8908,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346883/MOV000260161_700X466.mp4,,11.04,청각장애_(22584).mp4
22585,청각장애인,5263,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785319/MOV000357036_700X466.mp4,,5.07,청각장애인_(22585).mp4
22586,청각학,10268,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218338/MOV000238215_700X466.mp4,,10.51,청각학_(22586).mp4
22587,청결,406,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627226/MOV000235781_700X466.mp4,,3.7,청결_(22587).mp4
22588,청결,2716,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627229/MOV000245540_700X466.mp4,,3.7,청결_(22588).mp4
22589,청결,6367,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627225/MOV000250299_700X466.mp4,,3.7,청결_(22589).mp4
22590,청결,9898,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627234/MOV000258305_700X466.mp4,,3.7,청결_(22590).mp4
22591,청결,10614,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627233/MOV000258205_700X466.mp4,,3.7,청결_(22591).mp4
22592,청결,10761,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627231/MOV000253292_700X466.mp4,,3.7,청결_(22592).mp4
22593,청결,10763,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627232/MOV000253302_700X466.mp4,,3.7,청결_(22593).mp4
22594,청결,12432,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627230/MOV000249542_700X466.mp4,,3.7,청결_(22594).mp4
22595,청결,12835,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627228/MOV000254382_700X466.mp4,,3.7,청결_(22595).mp4
22596,청구,8432,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243950/MOV000258307_700X466.mp4,,16.85,청구_(22596).mp4
22597,청군,3967,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/226925/MOV000242120_700X466.mp4,,9.14,청군_(22597).mp4
22598,청년,229,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784445/MOV000356879_700X466.mp4,,4.04,청년_(22598).mp4
22599,청년,8433,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629679/MOV000258309_700X466.mp4,,3.64,청년_(22599).mp4
22600,청량음료,1213,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218341/MOV000238221_700X466.mp4,,12.55,청량음료_(22600).mp4
22601,청량하다,1212,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218340/MOV000238219_700X466.mp4,,10.95,청량하다_(22601).mp4
22602,청력,10269,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218342/MOV000238223_700X466.mp4,,8.28,청력_(22602).mp4
22603,청바지,8434,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1042010/MOV000360927_700X466.mp4,,3.35,청바지_(22603).mp4
22604,청산,9506,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244014/MOV000258419_700X466.mp4,,16.15,청산_(22604).mp4
22605,청색,103,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615402/MOV000234844_700X466.mp4,,3.4,청색_(22605).mp4
22606,청색,2452,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732092/MOV000242320_700X466.mp4,,3.3,청색_(22606).mp4
22607,청소,5075,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003310/MOV000359608_700X466.mp4,,5.02,청소_(22607).mp4
22608,청소,9507,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244016/MOV000258423_700X466.mp4,,15.28,청소_(22608).mp4
22609,청소기,3968,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227051/MOV000242122_700X466.mp4,,12.65,청소기_(22609).mp4
22610,청소년,9508,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733415/MOV000258425_700X466.mp4,,3.7,청소년_(22610).mp4
22611,청소당번,4414,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238513/MOV000247524_700X466.mp4,,12.38,청소당번_(22611).mp4
22612,청소차,440,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218343/MOV000238225_700X466.mp4,,9.24,청소차_(22612).mp4
22613,청와대,9509,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785542/MOV000357187_700X466.mp4,,4.94,청와대_(22613).mp4
22614,청요리,1172,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732884/MOV000238073_700X466.mp4,,3.89,청요리_(22614).mp4
22615,청요리,3083,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218344/MOV000238227_700X466.mp4,,9.51,청요리_(22615).mp4
22616,청운,9510,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243990/MOV000258429_700X466.mp4,,18.59,청운_(22616).mp4
22617,청원,9511,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243991/MOV000258431_700X466.mp4,,16.45,청원_(22617).mp4
22618,청유문,20688,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286562/MOV000288423_700X466.mp4,명사,4.01,청유문_(22618).mp4
22619,청유법,20689,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286563/MOV000288426_700X466.mp4,명사,4.01,청유법_(22619).mp4
22620,청유형,20690,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286564/MOV000288429_700X466.mp4,명사,4.02,청유형_(22620).mp4
22621,청유형종결어미,20691,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286565/MOV000288432_700X466.mp4,,8.02,청유형종결어미_(22621).mp4
22622,청일점,9535,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243992/MOV000258433_700X466.mp4,,17.95,청일점_(22622).mp4
22623,청자,3084,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043195/MOV000361087_700X466.mp4,,3.04,청자_(22623).mp4
22624,청주,9536,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041839/MOV000360895_700X466.mp4,,3.35,청주_(22624).mp4
22625,청주시,9536,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041839/MOV000360895_700X466.mp4,,3.35,청주시_(22625).mp4
22626,청중,3085,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218346/MOV000238231_700X466.mp4,,11.38,청중_(22626).mp4
22627,청진기,9537,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243994/MOV000258437_700X466.mp4,,15.58,청진기_(22627).mp4
22628,청첩,3086,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218347/MOV000238233_700X466.mp4,,10.78,청첩_(22628).mp4
22629,청첩,3094,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218454/MOV000238249_700X466.mp4,,11.58,청첩_(22629).mp4
22630,청첩,9538,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243995/MOV000258439_700X466.mp4,,16.25,청첩_(22630).mp4
22631,청첩장,3086,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218347/MOV000238233_700X466.mp4,,10.78,청첩장_(22631).mp4
22632,청첩장,3094,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218454/MOV000238249_700X466.mp4,,11.58,청첩장_(22632).mp4
22633,청첩장,9538,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243995/MOV000258439_700X466.mp4,,16.25,청첩장_(22633).mp4
22634,청춘,7744,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628295/MOV000258062_700X466.mp4,,3.54,청춘_(22634).mp4
22635,청춘,12378,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628296/MOV000258441_700X466.mp4,,3.54,청춘_(22635).mp4
22636,청춘기,9177,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735004/MOV000254360_700X466.mp4,,3.4,청춘기_(22636).mp4
22637,청취,9539,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243997/MOV000258443_700X466.mp4,,16.28,청취_(22637).mp4
22638,청탁,25,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628276/MOV000257205_700X466.mp4,,4.14,청탁_(22638).mp4
22639,청탁,3087,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218348/MOV000238235_700X466.mp4,,11.11,청탁_(22639).mp4
22640,청탁,4801,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628275/MOV000254602_700X466.mp4,,4.14,청탁_(22640).mp4
22641,청하다,22,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628275/MOV000254602_700X466.mp4,,4.14,청하다_(22641).mp4
22642,청하다,25,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628276/MOV000257205_700X466.mp4,,4.14,청하다_(22642).mp4
22643,청혼,6321,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239896/MOV000250283_700X466.mp4,,13.31,청혼_(22643).mp4
22644,청혼,9540,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244021/MOV000258449_700X466.mp4,,17.82,청혼_(22644).mp4
22645,체,907,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216165/MOV000237240_700X466.mp4,,7.64,체_(22645).mp4
22646,체,9541,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244022/MOV000258451_700X466.mp4,,15.95,체_(22646).mp4
22647,체격,9744,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/344589/MOV000242156_700X466.mp4,,12.42,체격_(22647).mp4
22648,체격,9745,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346928/MOV000260268_700X466.mp4,,8.83,체격_(22648).mp4
22649,체계,11323,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227042/MOV000242162_700X466.mp4,,7.58,체계_(22649).mp4
22650,체계,20692,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290336/MOV000288438_700X466.mp4,명사,3.02,체계_(22650).mp4
22651,체계적,4783,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227040/MOV000242158_700X466.mp4,,9.68,체계적_(22651).mp4
22652,체고,7187,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628041/MOV000257892_700X466.mp4,,3.34,체고_(22652).mp4
22653,체납,3088,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218349/MOV000238237_700X466.mp4,,9.78,체납_(22653).mp4
22654,체내,3089,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218449/MOV000238239_700X466.mp4,,10.68,체내_(22654).mp4
22655,체념,9937,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733644/MOV000258559_700X466.mp4,,3.12,체념_(22655).mp4
22656,체념,10042,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210258/MOV000234552_700X466.mp4,,15.45,체념_(22656).mp4
22657,체념,11512,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239550/MOV000249592_700X466.mp4,,12.21,체념_(22657).mp4
22658,체력,9634,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244091/MOV000258561_700X466.mp4,,15.82,체력_(22658).mp4
22659,체류,6281,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627199/MOV000250814_700X466.mp4,,3.5,체류_(22659).mp4
22660,체류,10494,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627201/MOV000247526_700X466.mp4,,3.5,체류_(22660).mp4
22661,체류자,4415,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003030/MOV000359566_700X466.mp4,,4.02,체류자_(22661).mp4
22662,체면,9635,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244092/MOV000258563_700X466.mp4,,17.42,체면_(22662).mp4
22663,체면을구기다,23942,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735787/MOV000252640_700X466.mp4,,2.8,체면을구기다_(22663).mp4
22664,체성,5311,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284590/MOV000281932_700X466.mp4,,4.0,체성_(22664).mp4
22665,체언,20693,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286567/MOV000288440_700X466.mp4,명사,4.01,체언_(22665).mp4
22666,체온,9636,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733433/MOV000258565_700X466.mp4,,3.94,체온_(22666).mp4
22667,체온계,9637,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244094/MOV000258567_700X466.mp4,,16.28,체온계_(22667).mp4
22668,체육,8925,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629750/MOV000255186_700X466.mp4,,3.7,체육_(22668).mp4
22669,체육,9638,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629752/MOV000258569_700X466.mp4,,3.7,체육_(22669).mp4
22670,체육,10769,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629751/MOV000256102_700X466.mp4,,3.7,체육_(22670).mp4
22671,체육관,8632,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732422/MOV000247530_700X466.mp4,,3.55,체육관_(22671).mp4
22672,체육복,2918,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043201/MOV000361092_700X466.mp4,,3.72,체육복_(22672).mp4
22673,체육복,4784,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227041/MOV000242160_700X466.mp4,,9.88,체육복_(22673).mp4
22674,체인,5002,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/229096/MOV000243096_700X466.mp4,,12.05,체인_(22674).mp4
22675,체적,7689,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010123/MOV000360112_700X466.mp4,,3.35,체적_(22675).mp4
22676,체전,4416,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003050/MOV000359567_700X466.mp4,,4.02,체전_(22676).mp4
22677,체제,11323,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227042/MOV000242162_700X466.mp4,,7.58,체제_(22677).mp4
22678,체조,9653,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244096/MOV000258571_700X466.mp4,,14.28,체조_(22678).mp4
22679,체중,2089,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222553/MOV000240111_700X466.mp4,,11.65,체중_(22679).mp4
22680,체중,9654,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731422/MOV000258573_700X466.mp4,,3.35,체중_(22680).mp4
22681,체질,9655,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244098/MOV000258575_700X466.mp4,,15.55,체질_(22681).mp4
22682,체질,23984,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244099/MOV000258576_700X466.mp4,,14.78,체질_(22682).mp4
22683,체취,9656,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244100/MOV000258578_700X466.mp4,,17.79,체취_(22683).mp4
22684,체코,9938,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041829/MOV000360885_700X466.mp4,,3.19,체코_(22684).mp4
22685,체포,4293,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237547/MOV000246930_700X466.mp4,,9.34,체포_(22685).mp4
22686,체포,12181,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735429/MOV000252862_700X466.mp4,,2.75,체포_(22686).mp4
22687,체포영장,4294,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237548/MOV000246932_700X466.mp4,,13.05,체포영장_(22687).mp4
22688,체하다,1224,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218322/MOV000238183_700X466.mp4,,7.84,체하다_(22688).mp4
22689,체하다,3090,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218450/MOV000238241_700X466.mp4,,7.74,체하다_(22689).mp4
22690,체하다,6536,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733602/MOV000252070_700X466.mp4,,2.82,체하다_(22690).mp4
22691,체하다,9657,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244102/MOV000258582_700X466.mp4,,14.01,체하다_(22691).mp4
22692,체하다,11963,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243724/MOV000257854_700X466.mp4,,13.45,체하다_(22692).mp4
22693,체험,12380,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733487/MOV000258584_700X466.mp4,,3.07,체험_(22693).mp4
22694,체험담,9939,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244104/MOV000258586_700X466.mp4,,17.39,체험담_(22694).mp4
22695,첼로,9658,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735703/MOV000258588_700X466.mp4,,3.37,첼로_(22695).mp4
22696,쳐다보다,3944,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735154/MOV000242928_700X466.mp4,,2.95,쳐다보다_(22696).mp4
22697,쳐다보다,9659,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630154/MOV000258590_700X466.mp4,,4.0,쳐다보다_(22697).mp4
22698,쳐부수다,12381,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244078/MOV000258592_700X466.mp4,,13.05,쳐부수다_(22698).mp4
22699,초,723,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628031/MOV000236652_700X466.mp4,,4.16,초_(22699).mp4
22700,초,3091,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628028/MOV000238243_700X466.mp4,,4.16,초_(22700).mp4
22701,초,7177,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628027/MOV000257864_700X466.mp4,,4.16,초_(22701).mp4
22702,초,8883,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628032/MOV000246350_700X466.mp4,,4.16,초_(22702).mp4
22703,초,9660,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244080/MOV000258596_700X466.mp4,,14.25,초_(22703).mp4
22704,초,9940,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244079/MOV000258594_700X466.mp4,,14.42,초_(22704).mp4
22705,초,10420,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628035/MOV000250938_700X466.mp4,,4.16,초_(22705).mp4
22706,초,10783,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628033/MOV000256710_700X466.mp4,,4.16,초_(22706).mp4
22707,초,10864,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628036/MOV000255035_700X466.mp4,,4.16,초_(22707).mp4
22708,초,11971,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735424/MOV000257327_700X466.mp4,,3.05,초_(22708).mp4
22709,초,12627,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628030/MOV000242170_700X466.mp4,,4.16,초_(22709).mp4
22710,초,12888,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628034/MOV000253215_700X466.mp4,,4.16,초_(22710).mp4
22711,초가,3092,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218452/MOV000238245_700X466.mp4,,8.98,초가_(22711).mp4
22712,초가,9661,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244081/MOV000258598_700X466.mp4,,17.02,초가_(22712).mp4
22713,초가을,4785,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227043/MOV000242164_700X466.mp4,,12.15,초가을_(22713).mp4
22714,초가집,3092,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218452/MOV000238245_700X466.mp4,,8.98,초가집_(22714).mp4
22715,초가집,9661,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244081/MOV000258598_700X466.mp4,,17.02,초가집_(22715).mp4
22716,초과,330,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632398/MOV000235591_700X466.mp4,,3.44,초과_(22716).mp4
22717,초과,331,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632405/MOV000235593_700X466.mp4,,3.44,초과_(22717).mp4
22718,초과,1176,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632403/MOV000238087_700X466.mp4,,3.44,초과_(22718).mp4
22719,초과,3097,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632401/MOV000238255_700X466.mp4,,3.44,초과_(22719).mp4
22720,초과,3542,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632406/MOV000244366_700X466.mp4,,3.44,초과_(22720).mp4
22721,초과,6991,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632404/MOV000257980_700X466.mp4,,3.44,초과_(22721).mp4
22722,초과,10299,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632399/MOV000236432_700X466.mp4,,3.44,초과_(22722).mp4
22723,초과,12382,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632400/MOV000258715_700X466.mp4,,3.44,초과_(22723).mp4
22724,초교생,9024,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785528/MOV000357173_700X466.mp4,,3.95,초교생_(22724).mp4
22725,초기,9007,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244161/MOV000258717_700X466.mp4,,15.65,초기_(22725).mp4
22726,초기값,15749,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271564/MOV000273233_700X466.mp4,,4.68,초기값_(22726).mp4
22727,초기화,15750,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271565/MOV000273238_700X466.mp4,,5.15,초기화_(22727).mp4
22728,초대,7982,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/347150/MOV000302170_700X466.mp4,,5.17,초대_(22728).mp4
22729,초대,9383,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629419/MOV000250080_700X466.mp4,,4.34,초대_(22729).mp4
22730,초대,9941,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629412/MOV000258719_700X466.mp4,,4.34,초대_(22730).mp4
22731,초대,11212,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629418/MOV000240409_700X466.mp4,,4.34,초대_(22731).mp4
22732,초대,11668,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629421/MOV000247536_700X466.mp4,,4.34,초대_(22732).mp4
22733,초대,12731,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629420/MOV000251866_700X466.mp4,,4.34,초대_(22733).mp4
22734,초대권,3093,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218453/MOV000238247_700X466.mp4,,9.88,초대권_(22734).mp4
22735,초대장,3086,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218347/MOV000238233_700X466.mp4,,10.78,초대장_(22735).mp4
22736,초대장,3094,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218454/MOV000238249_700X466.mp4,,11.58,초대장_(22736).mp4
22737,초대장,9538,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243995/MOV000258439_700X466.mp4,,16.25,초대장_(22737).mp4
22738,초등,9008,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785523/MOV000357168_700X466.mp4,,4.11,초등_(22738).mp4
22739,초등생,9024,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785528/MOV000357173_700X466.mp4,,3.95,초등생_(22739).mp4
22740,초등학교,9023,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629982/MOV000258723_700X466.mp4,,4.57,초등학교_(22740).mp4
22741,초등학생,9024,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785528/MOV000357173_700X466.mp4,,3.95,초등학생_(22741).mp4
22742,초라하다,9025,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244166/MOV000258727_700X466.mp4,,17.15,초라하다_(22742).mp4
22743,초래,12383,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244167/MOV000258729_700X466.mp4,,13.61,초래_(22743).mp4
22744,초록,6185,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727512/MOV000252424_700X466.mp4,,2.87,초록_(22744).mp4
22745,초록빛,4786,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227044/MOV000242166_700X466.mp4,,9.91,초록빛_(22745).mp4
22746,초록색,4787,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732212/MOV000242168_700X466.mp4,,3.2,초록색_(22746).mp4
22747,초록색,6185,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727512/MOV000252424_700X466.mp4,,2.87,초록색_(22747).mp4
22748,초만원,3095,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345801/MOV000238251_700X466.mp4,,8.43,초만원_(22748).mp4
22749,초면,4417,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238518/MOV000247534_700X466.mp4,,8.54,초면_(22749).mp4
22750,초문,389,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200818/730499/MOV000243098_700X466.mp4,,3.72,초문_(22750).mp4
22751,초문,5003,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785199/MOV000357027_700X466.mp4,,4.96,초문_(22751).mp4
22752,초반,723,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628031/MOV000236652_700X466.mp4,,4.16,초반_(22752).mp4
22753,초반,3091,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628028/MOV000238243_700X466.mp4,,4.16,초반_(22753).mp4
22754,초반,7177,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628027/MOV000257864_700X466.mp4,,4.16,초반_(22754).mp4
22755,초반,8883,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628032/MOV000246350_700X466.mp4,,4.16,초반_(22755).mp4
22756,초반,10783,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628033/MOV000256710_700X466.mp4,,4.16,초반_(22756).mp4
22757,초반,10864,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628036/MOV000255035_700X466.mp4,,4.16,초반_(22757).mp4
22758,초반,12627,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628030/MOV000242170_700X466.mp4,,4.16,초반_(22758).mp4
22759,초반,12888,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628034/MOV000253215_700X466.mp4,,4.16,초반_(22759).mp4
22760,초밥,8525,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735670/MOV000243100_700X466.mp4,,3.12,초밥_(22760).mp4
